epsilon,alpha,prob_empirica,array_size,c,time
0.125000, 0.500000, 0.875000, 262144, 131073, 0.217632
0.150000, 0.025000, 0.900000, 262144, 131073, 0.186490
0.150000, 0.050000, 0.900000, 262144, 131073, 0.186471
0.150000, 0.075000, 0.900000, 262144, 131073, 0.186489
0.150000, 0.100000, 0.900000, 262144, 131073, 0.186496
0.150000, 0.125000, 0.900000, 262144, 131073, 0.186685
0.150000, 0.150000, 0.900000, 262144, 131073, 0.186502
0.150000, 0.175000, 0.900000, 262144, 131073, 0.186491
0.150000, 0.200000, 0.900000, 262144, 131073, 0.186293
0.150000, 0.225000, 0.900000, 262144, 131073, 0.186488
0.150000, 0.250000, 0.900000, 262144, 131073, 0.186290
0.150000, 0.275000, 0.900000, 262144, 131073, 0.186694
0.150000, 0.300000, 0.900000, 262144, 131073, 0.186505
0.150000, 0.325000, 0.900000, 262144, 131073, 0.186487
0.150000, 0.350000, 0.900000, 262144, 131073, 0.186499
0.150000, 0.375000, 0.900000, 262144, 131073, 0.186700
0.150000, 0.400000, 0.900000, 262144, 131073, 0.186291
0.150000, 0.425000, 0.900000, 262144, 131073, 0.186695
0.150000, 0.450000, 0.900000, 262144, 131073, 0.186495
0.150000, 0.475000, 0.900000, 262144, 131073, 0.186497
0.150000, 0.500000, 0.900000, 262144, 131073, 0.186498
0.175000, 0.025000, 0.875000, 262144, 131073, 0.155137
0.175000, 0.050000, 0.875000, 262144, 131073, 0.155340
0.175000, 0.075000, 0.875000, 262144, 131073, 0.155331
0.175000, 0.100000, 0.875000, 262144, 131073, 0.155343
0.175000, 0.125000, 0.875000, 262144, 131073, 0.155141
0.175000, 0.150000, 0.875000, 262144, 131073, 0.155531
0.175000, 0.175000, 0.875000, 262144, 131073, 0.155530
0.175000, 0.200000, 0.875000, 262144, 131073, 0.155545
0.175000, 0.225000, 0.875000, 262144, 131073, 0.155536
0.175000, 0.250000, 0.875000, 262144, 131073, 0.155546
0.175000, 0.275000, 0.875000, 262144, 131073, 0.155343
0.175000, 0.300000, 0.875000, 262144, 131073, 0.155520
0.175000, 0.325000, 0.875000, 262144, 131073, 0.155352
0.175000, 0.350000, 0.875000, 262144, 131073, 0.155352
0.175000, 0.375000, 0.875000, 262144, 131073, 0.155349
0.175000, 0.400000, 0.875000, 262144, 131073, 0.155548
0.175000, 0.425000, 0.875000, 262144, 131073, 0.155542
0.175000, 0.450000, 0.875000, 262144, 131073, 0.155537
0.175000, 0.475000, 0.875000, 262144, 131073, 0.155540
0.175000, 0.500000, 0.875000, 262144, 131073, 0.155514
0.200000, 0.025000, 0.800000, 262144, 131073, 0.124395
0.200000, 0.050000, 0.800000, 262144, 131073, 0.124192
0.200000, 0.075000, 0.800000, 262144, 131073, 0.124984
0.200000, 0.100000, 0.800000, 262144, 131073, 0.124196
0.200000, 0.125000, 0.800000, 262144, 131073, 0.124397
0.200000, 0.150000, 0.800000, 262144, 131073, 0.124371
0.200000, 0.175000, 0.800000, 262144, 131073, 0.124198
0.200000, 0.200000, 0.800000, 262144, 131073, 0.124390
0.200000, 0.225000, 0.800000, 262144, 131073, 0.124188
0.200000, 0.250000, 0.800000, 262144, 131073, 0.124387
0.200000, 0.275000, 0.800000, 262144, 131073, 0.124399
0.200000, 0.300000, 0.800000, 262144, 131073, 0.124191
0.200000, 0.325000, 0.800000, 262144, 131073, 0.124199
0.200000, 0.350000, 0.800000, 262144, 131073, 0.124192
0.200000, 0.375000, 0.800000, 262144, 131073, 0.124370
0.200000, 0.400000, 0.800000, 262144, 131073, 0.124192
0.200000, 0.425000, 0.800000, 262144, 131073, 0.124195
0.200000, 0.450000, 0.800000, 262144, 131073, 0.124389
0.200000, 0.475000, 0.800000, 262144, 131073, 0.124399
0.200000, 0.500000, 0.800000, 262144, 131073, 0.124194
0.225000, 0.025000, 0.900000, 262144, 131073, 0.124194
0.225000, 0.050000, 0.900000, 262144, 131073, 0.124397
0.225000, 0.075000, 0.900000, 262144, 131073, 0.124197
0.225000, 0.100000, 0.900000, 262144, 131073, 0.124399
0.225000, 0.125000, 0.900000, 262144, 131073, 0.124384
0.225000, 0.150000, 0.900000, 262144, 131073, 0.123997
0.225000, 0.175000, 0.900000, 262144, 131073, 0.124401
0.225000, 0.200000, 0.900000, 262144, 131073, 0.124392
0.225000, 0.225000, 0.900000, 262144, 131073, 0.124388
0.225000, 0.250000, 0.900000, 262144, 131073, 0.124391
0.225000, 0.275000, 0.900000, 262144, 131073, 0.124397
0.225000, 0.300000, 0.900000, 262144, 131073, 0.124002
0.225000, 0.325000, 0.900000, 262144, 131073, 0.124193
0.225000, 0.350000, 0.900000, 262144, 131073, 0.124373
0.225000, 0.375000, 0.900000, 262144, 131073, 0.124192
0.225000, 0.400000, 0.900000, 262144, 131073, 0.124395
0.225000, 0.425000, 0.900000, 262144, 131073, 0.124397
0.225000, 0.450000, 0.900000, 262144, 131073, 0.124183
0.225000, 0.475000, 0.900000, 262144, 131073, 0.124588
0.225000, 0.500000, 0.900000, 262144, 131073, 0.124359
0.250000, 0.025000, 0.750000, 262144, 131073, 0.093243
0.250000, 0.050000, 0.750000, 262144, 131073, 0.093248
0.250000, 0.075000, 0.750000, 262144, 131073, 0.093248
0.250000, 0.100000, 0.750000, 262144, 131073, 0.093237
0.250000, 0.125000, 0.750000, 262144, 131073, 0.093247
0.250000, 0.150000, 0.750000, 262144, 131073, 0.093232
0.250000, 0.175000, 0.750000, 262144, 131073, 0.093447
0.250000, 0.200000, 0.750000, 262144, 131073, 0.093247
0.250000, 0.225000, 0.750000, 262144, 131073, 0.093042
0.250000, 0.250000, 0.750000, 262144, 131073, 0.093244
0.250000, 0.275000, 0.750000, 262144, 131073, 0.093047
0.250000, 0.300000, 0.750000, 262144, 131073, 0.093243
0.250000, 0.325000, 0.750000, 262144, 131073, 0.093239
0.250000, 0.350000, 0.750000, 262144, 131073, 0.093246
0.250000, 0.375000, 0.750000, 262144, 131073, 0.093238
0.250000, 0.400000, 0.750000, 262144, 131073, 0.093246
0.250000, 0.425000, 0.750000, 262144, 131073, 0.093251
0.250000, 0.450000, 0.750000, 262144, 131073, 0.093244
0.250000, 0.475000, 0.750000, 262144, 131073, 0.093045
0.250000, 0.500000, 0.750000, 262144, 131073, 0.093043
0.275000, 0.025000, 0.825000, 262144, 131073, 0.093237
0.275000, 0.050000, 0.825000, 262144, 131073, 0.093050
0.275000, 0.075000, 0.825000, 262144, 131073, 0.093243
0.275000, 0.100000, 0.825000, 262144, 131073, 0.093246
0.275000, 0.125000, 0.825000, 262144, 131073, 0.093241
0.275000, 0.150000, 0.825000, 262144, 131073, 0.093240
0.275000, 0.175000, 0.825000, 262144, 131073, 0.093240
0.275000, 0.200000, 0.825000, 262144, 131073, 0.093440
0.275000, 0.225000, 0.825000, 262144, 131073, 0.093253
0.275000, 0.250000, 0.825000, 262144, 131073, 0.093246
0.275000, 0.275000, 0.825000, 262144, 131073, 0.093237
0.275000, 0.300000, 0.825000, 262144, 131073, 0.093250
0.275000, 0.325000, 0.825000, 262144, 131073, 0.093242
0.275000, 0.350000, 0.825000, 262144, 131073, 0.093243
0.275000, 0.375000, 0.825000, 262144, 131073, 0.093234
0.275000, 0.400000, 0.825000, 262144, 131073, 0.093428
0.275000, 0.425000, 0.825000, 262144, 131073, 0.093239
0.275000, 0.450000, 0.825000, 262144, 131073, 0.093237
0.275000, 0.475000, 0.825000, 262144, 131073, 0.093241
0.275000, 0.500000, 0.825000, 262144, 131073, 0.093248
0.300000, 0.025000, 0.900000, 262144, 131073, 0.093248
0.300000, 0.050000, 0.900000, 262144, 131073, 0.093244
0.300000, 0.075000, 0.900000, 262144, 131073, 0.093039
0.300000, 0.100000, 0.900000, 262144, 131073, 0.093238
0.300000, 0.125000, 0.900000, 262144, 131073, 0.093237
0.300000, 0.150000, 0.900000, 262144, 131073, 0.093034
0.300000, 0.175000, 0.900000, 262144, 131073, 0.093439
0.300000, 0.200000, 0.900000, 262144, 131073, 0.093242
0.300000, 0.225000, 0.900000, 262144, 131073, 0.093225
0.300000, 0.250000, 0.900000, 262144, 131073, 0.093028
0.300000, 0.275000, 0.900000, 262144, 131073, 0.093229
0.300000, 0.300000, 0.900000, 262144, 131073, 0.093436
0.300000, 0.325000, 0.900000, 262144, 131073, 0.093434
0.300000, 0.350000, 0.900000, 262144, 131073, 0.093236
0.300000, 0.375000, 0.900000, 262144, 131073, 0.093243
0.300000, 0.400000, 0.900000, 262144, 131073, 0.093030
0.300000, 0.425000, 0.900000, 262144, 131073, 0.093240
0.300000, 0.450000, 0.900000, 262144, 131073, 0.093040
0.300000, 0.475000, 0.900000, 262144, 131073, 0.093243
0.300000, 0.500000, 0.900000, 262144, 131073, 0.093247
0.325000, 0.025000, 0.975000, 262144, 131073, 0.093234
0.325000, 0.050000, 0.975000, 262144, 131073, 0.093239
0.325000, 0.075000, 0.975000, 262144, 131073, 0.093240
0.325000, 0.100000, 0.975000, 262144, 131073, 0.093242
0.325000, 0.125000, 0.975000, 262144, 131073, 0.093241
0.325000, 0.150000, 0.975000, 262144, 131073, 0.093039
0.325000, 0.175000, 0.975000, 262144, 131073, 0.093446
0.325000, 0.200000, 0.975000, 262144, 131073, 0.093242
0.325000, 0.225000, 0.975000, 262144, 131073, 0.093247
0.325000, 0.250000, 0.975000, 262144, 131073, 0.093246
0.325000, 0.275000, 0.975000, 262144, 131073, 0.093249
0.325000, 0.300000, 0.975000, 262144, 131073, 0.093041
0.325000, 0.325000, 0.975000, 262144, 131073, 0.093041
0.325000, 0.350000, 0.975000, 262144, 131073, 0.093434
0.325000, 0.375000, 0.975000, 262144, 131073, 0.093221
0.325000, 0.400000, 0.975000, 262144, 131073, 0.093436
0.325000, 0.425000, 0.975000, 262144, 131073, 0.093043
0.325000, 0.450000, 0.975000, 262144, 131073, 0.093445
0.325000, 0.475000, 0.975000, 262144, 131073, 0.093242
0.325000, 0.500000, 0.975000, 262144, 131073, 0.093243
0.350000, 0.025000, 0.700000, 262144, 131073, 0.062298
0.350000, 0.050000, 0.700000, 262144, 131073, 0.062099
0.350000, 0.075000, 0.700000, 262144, 131073, 0.062292
0.350000, 0.100000, 0.700000, 262144, 131073, 0.062097
0.350000, 0.125000, 0.700000, 262144, 131073, 0.062096
0.350000, 0.150000, 0.700000, 262144, 131073, 0.062277
0.350000, 0.175000, 0.700000, 262144, 131073, 0.062688
0.350000, 0.200000, 0.700000, 262144, 131073, 0.062292
0.350000, 0.225000, 0.700000, 262144, 131073, 0.062095
0.350000, 0.250000, 0.700000, 262144, 131073, 0.062097
0.350000, 0.275000, 0.700000, 262144, 131073, 0.062101
0.350000, 0.300000, 0.700000, 262144, 131073, 0.062287
0.350000, 0.325000, 0.700000, 262144, 131073, 0.062092
0.350000, 0.350000, 0.700000, 262144, 131073, 0.062097
0.350000, 0.375000, 0.700000, 262144, 131073, 0.062295
0.350000, 0.400000, 0.700000, 262144, 131073, 0.062097
0.350000, 0.425000, 0.700000, 262144, 131073, 0.062297
0.350000, 0.450000, 0.700000, 262144, 131073, 0.062095
0.350000, 0.475000, 0.700000, 262144, 131073, 0.062092
0.350000, 0.500000, 0.700000, 262144, 131073, 0.062090
0.375000, 0.025000, 0.750000, 262144, 131073, 0.062096
0.375000, 0.050000, 0.750000, 262144, 131073, 0.062087
0.375000, 0.075000, 0.750000, 262144, 131073, 0.062087
0.375000, 0.100000, 0.750000, 262144, 131073, 0.062075
0.375000, 0.125000, 0.750000, 262144, 131073, 0.062078
0.375000, 0.150000, 0.750000, 262144, 131073, 0.062094
0.375000, 0.175000, 0.750000, 262144, 131073, 0.062099
0.375000, 0.200000, 0.750000, 262144, 131073, 0.062295
0.375000, 0.225000, 0.750000, 262144, 131073, 0.062095
0.375000, 0.250000, 0.750000, 262144, 131073, 0.062300
0.375000, 0.275000, 0.750000, 262144, 131073, 0.062095
0.375000, 0.300000, 0.750000, 262144, 131073, 0.062099
0.375000, 0.325000, 0.750000, 262144, 131073, 0.062096
0.375000, 0.350000, 0.750000, 262144, 131073, 0.062094
0.375000, 0.375000, 0.750000, 262144, 131073, 0.062291
0.375000, 0.400000, 0.750000, 262144, 131073, 0.062094
0.375000, 0.425000, 0.750000, 262144, 131073, 0.062100
0.375000, 0.450000, 0.750000, 262144, 131073, 0.062099
0.375000, 0.475000, 0.750000, 262144, 131073, 0.062100
0.375000, 0.500000, 0.750000, 262144, 131073, 0.062097
0.400000, 0.025000, 0.800000, 262144, 131073, 0.062100
0.400000, 0.050000, 0.800000, 262144, 131073, 0.062298
0.400000, 0.075000, 0.800000, 262144, 131073, 0.062302
0.400000, 0.100000, 0.800000, 262144, 131073, 0.062099
0.400000, 0.125000, 0.800000, 262144, 131073, 0.062299
0.400000, 0.150000, 0.800000, 262144, 131073, 0.062095
0.400000, 0.175000, 0.800000, 262144, 131073, 0.062283
0.400000, 0.200000, 0.800000, 262144, 131073, 0.062298
0.400000, 0.225000, 0.800000, 262144, 131073, 0.062089
0.400000, 0.250000, 0.800000, 262144, 131073, 0.062298
0.400000, 0.275000, 0.800000, 262144, 131073, 0.062092
0.400000, 0.300000, 0.800000, 262144, 131073, 0.062100
0.400000, 0.325000, 0.800000, 262144, 131073, 0.062298
0.400000, 0.350000, 0.800000, 262144, 131073, 0.061899
0.400000, 0.375000, 0.800000, 262144, 131073, 0.062292
0.400000, 0.400000, 0.800000, 262144, 131073, 0.062083
0.400000, 0.425000, 0.800000, 262144, 131073, 0.062286
0.400000, 0.450000, 0.800000, 262144, 131073, 0.062099
0.400000, 0.475000, 0.800000, 262144, 131073, 0.062100
0.400000, 0.500000, 0.800000, 262144, 131073, 0.062101
0.425000, 0.025000, 0.850000, 262144, 131073, 0.062099
0.425000, 0.050000, 0.850000, 262144, 131073, 0.061902
0.425000, 0.075000, 0.850000, 262144, 131073, 0.062298
0.425000, 0.100000, 0.850000, 262144, 131073, 0.062099
0.425000, 0.125000, 0.850000, 262144, 131073, 0.062100
0.425000, 0.150000, 0.850000, 262144, 131073, 0.062099
0.425000, 0.175000, 0.850000, 262144, 131073, 0.062102
0.425000, 0.200000, 0.850000, 262144, 131073, 0.062091
0.425000, 0.225000, 0.850000, 262144, 131073, 0.062282
0.425000, 0.250000, 0.850000, 262144, 131073, 0.062095
0.425000, 0.275000, 0.850000, 262144, 131073, 0.062100
0.425000, 0.300000, 0.850000, 262144, 131073, 0.062297
0.425000, 0.325000, 0.850000, 262144, 131073, 0.062091
0.425000, 0.350000, 0.850000, 262144, 131073, 0.062294
0.425000, 0.375000, 0.850000, 262144, 131073, 0.062293
0.425000, 0.400000, 0.850000, 262144, 131073, 0.062098
0.425000, 0.425000, 0.850000, 262144, 131073, 0.062102
0.425000, 0.450000, 0.850000, 262144, 131073, 0.062300
0.425000, 0.475000, 0.850000, 262144, 131073, 0.062293
0.425000, 0.500000, 0.850000, 262144, 131073, 0.062287
0.450000, 0.025000, 0.900000, 262144, 131073, 0.062082
0.450000, 0.050000, 0.900000, 262144, 131073, 0.062285
0.450000, 0.075000, 0.900000, 262144, 131073, 0.062095
0.450000, 0.100000, 0.900000, 262144, 131073, 0.062090
0.450000, 0.125000, 0.900000, 262144, 131073, 0.062297
0.450000, 0.150000, 0.900000, 262144, 131073, 0.062092
0.450000, 0.175000, 0.900000, 262144, 131073, 0.062278
0.450000, 0.200000, 0.900000, 262144, 131073, 0.062094
0.450000, 0.225000, 0.900000, 262144, 131073, 0.062097
0.450000, 0.250000, 0.900000, 262144, 131073, 0.062100
0.450000, 0.275000, 0.900000, 262144, 131073, 0.062088
0.450000, 0.300000, 0.900000, 262144, 131073, 0.062090
0.450000, 0.325000, 0.900000, 262144, 131073, 0.062090
0.450000, 0.350000, 0.900000, 262144, 131073, 0.062087
0.450000, 0.375000, 0.900000, 262144, 131073, 0.062087
0.450000, 0.400000, 0.900000, 262144, 131073, 0.062284
0.450000, 0.425000, 0.900000, 262144, 131073, 0.062084
0.450000, 0.450000, 0.900000, 262144, 131073, 0.062291
0.450000, 0.475000, 0.900000, 262144, 131073, 0.062094
0.450000, 0.500000, 0.900000, 262144, 131073, 0.062095
0.475000, 0.025000, 0.950000, 262144, 131073, 0.062296
0.475000, 0.050000, 0.950000, 262144, 131073, 0.062096
0.475000, 0.075000, 0.950000, 262144, 131073, 0.062087
0.475000, 0.100000, 0.950000, 262144, 131073, 0.062295
0.475000, 0.125000, 0.950000, 262144, 131073, 0.062085
0.475000, 0.150000, 0.950000, 262144, 131073, 0.062298
0.475000, 0.175000, 0.950000, 262144, 131073, 0.062100
0.475000, 0.200000, 0.950000, 262144, 131073, 0.062296
0.475000, 0.225000, 0.950000, 262144, 131073, 0.062093
0.475000, 0.250000, 0.950000, 262144, 131073, 0.062293
0.475000, 0.275000, 0.950000, 262144, 131073, 0.062099
0.475000, 0.300000, 0.950000, 262144, 131073, 0.062294
0.475000, 0.325000, 0.950000, 262144, 131073, 0.062093
0.475000, 0.350000, 0.950000, 262144, 131073, 0.062286
0.475000, 0.375000, 0.950000, 262144, 131073, 0.062092
0.475000, 0.400000, 0.950000, 262144, 131073, 0.062097
0.475000, 0.425000, 0.950000, 262144, 131073, 0.062088
0.475000, 0.450000, 0.950000, 262144, 131073, 0.062300
0.475000, 0.475000, 0.950000, 262144, 131073, 0.062095
0.475000, 0.500000, 0.950000, 262144, 131073, 0.062090
0.500000, 0.025000, 0.500000, 262144, 131073, 0.031145
0.500000, 0.050000, 0.500000, 262144, 131073, 0.031145
0.500000, 0.075000, 0.500000, 262144, 131073, 0.030950
0.500000, 0.100000, 0.500000, 262144, 131073, 0.031149
0.500000, 0.125000, 0.500000, 262144, 131073, 0.031151
0.500000, 0.150000, 0.500000, 262144, 131073, 0.031150
0.500000, 0.175000, 0.500000, 262144, 131073, 0.031149
0.500000, 0.200000, 0.500000, 262144, 131073, 0.030947
0.500000, 0.225000, 0.500000, 262144, 131073, 0.031150
0.500000, 0.250000, 0.500000, 262144, 131073, 0.031148
0.500000, 0.275000, 0.500000, 262144, 131073, 0.030949
0.500000, 0.300000, 0.500000, 262144, 131073, 0.031150
0.500000, 0.325000, 0.500000, 262144, 131073, 0.031152
0.500000, 0.350000, 0.500000, 262144, 131073, 0.031150
0.500000, 0.375000, 0.500000, 262144, 131073, 0.030948
0.500000, 0.400000, 0.500000, 262144, 131073, 0.031149
0.500000, 0.425000, 0.500000, 262144, 131073, 0.031143
0.500000, 0.450000, 0.500000, 262144, 131073, 0.031150
0.500000, 0.475000, 0.500000, 262144, 131073, 0.030949
0.500000, 0.500000, 0.500000, 262144, 131073, 0.031145
0.025000, 0.025000, 0.975000, 524288, 262145, 2.636387
0.025000, 0.050000, 0.975000, 524288, 262145, 2.637486
0.025000, 0.075000, 0.975000, 524288, 262145, 2.638063
0.025000, 0.100000, 0.975000, 524288, 262145, 2.640385
0.025000, 0.125000, 0.975000, 524288, 262145, 2.640246
0.025000, 0.150000, 0.975000, 524288, 262145, 2.640587
0.025000, 0.175000, 0.975000, 524288, 262145, 2.639414
0.025000, 0.200000, 0.975000, 524288, 262145, 2.643417
0.025000, 0.225000, 0.975000, 524288, 262145, 2.639371
0.025000, 0.250000, 0.975000, 524288, 262145, 2.637722
0.025000, 0.275000, 0.975000, 524288, 262145, 2.637862
0.025000, 0.300000, 0.975000, 524288, 262145, 2.637125
0.025000, 0.325000, 0.975000, 524288, 262145, 2.639380
0.025000, 0.350000, 0.975000, 524288, 262145, 2.639742
0.025000, 0.375000, 0.975000, 524288, 262145, 2.636847
0.025000, 0.400000, 0.975000, 524288, 262145, 2.636763
0.025000, 0.425000, 0.975000, 524288, 262145, 2.635662
0.025000, 0.450000, 0.975000, 524288, 262145, 2.636195
0.025000, 0.475000, 0.975000, 524288, 262145, 2.635088
0.025000, 0.500000, 0.975000, 524288, 262145, 2.635622
0.050000, 0.025000, 0.950000, 524288, 262145, 1.284573
0.050000, 0.050000, 0.950000, 524288, 262145, 1.283872
0.050000, 0.075000, 0.950000, 524288, 262145, 1.283914
0.050000, 0.100000, 0.950000, 524288, 262145, 1.284487
0.050000, 0.125000, 0.950000, 524288, 262145, 1.285755
0.050000, 0.150000, 0.950000, 524288, 262145, 1.284824
0.050000, 0.175000, 0.950000, 524288, 262145, 1.282370
0.050000, 0.200000, 0.950000, 524288, 262145, 1.283436
0.050000, 0.225000, 0.950000, 524288, 262145, 1.284635
0.050000, 0.250000, 0.950000, 524288, 262145, 1.283921
0.050000, 0.275000, 0.950000, 524288, 262145, 1.284735
0.050000, 0.300000, 0.950000, 524288, 262145, 1.282597
0.050000, 0.325000, 0.950000, 524288, 262145, 1.284190
0.050000, 0.350000, 0.950000, 524288, 262145, 1.283487
0.050000, 0.375000, 0.950000, 524288, 262145, 1.283955
0.050000, 0.400000, 0.950000, 524288, 262145, 1.283417
0.050000, 0.425000, 0.950000, 524288, 262145, 1.284546
0.050000, 0.450000, 0.950000, 524288, 262145, 1.283755
0.050000, 0.475000, 0.950000, 524288, 262145, 1.283871
0.050000, 0.500000, 0.950000, 524288, 262145, 1.286103
0.075000, 0.025000, 0.975000, 524288, 262145, 0.886022
0.075000, 0.050000, 0.975000, 524288, 262145, 0.885486
0.075000, 0.075000, 0.975000, 524288, 262145, 0.885841
0.075000, 0.100000, 0.975000, 524288, 262145, 0.884339
0.075000, 0.125000, 0.975000, 524288, 262145, 0.884892
0.075000, 0.150000, 0.975000, 524288, 262145, 0.884560
0.075000, 0.175000, 0.975000, 524288, 262145, 0.884418
0.075000, 0.200000, 0.975000, 524288, 262145, 0.884206
0.075000, 0.225000, 0.975000, 524288, 262145, 0.883796
0.075000, 0.250000, 0.975000, 524288, 262145, 0.884633
0.075000, 0.275000, 0.975000, 524288, 262145, 0.884073
0.075000, 0.300000, 0.975000, 524288, 262145, 0.883885
0.075000, 0.325000, 0.975000, 524288, 262145, 0.883322
0.075000, 0.350000, 0.975000, 524288, 262145, 0.886006
0.075000, 0.375000, 0.975000, 524288, 262145, 0.885007
0.075000, 0.400000, 0.975000, 524288, 262145, 0.888020
0.075000, 0.425000, 0.975000, 524288, 262145, 0.889805
0.075000, 0.450000, 0.975000, 524288, 262145, 0.888794
0.075000, 0.475000, 0.975000, 524288, 262145, 0.890671
0.075000, 0.500000, 0.975000, 524288, 262145, 0.890399
0.100000, 0.025000, 0.900000, 524288, 262145, 0.614283
0.100000, 0.050000, 0.900000, 524288, 262145, 0.614741
0.100000, 0.075000, 0.900000, 524288, 262145, 0.615636
0.100000, 0.100000, 0.900000, 524288, 262145, 0.614335
0.100000, 0.125000, 0.900000, 524288, 262145, 0.614530
0.100000, 0.150000, 0.900000, 524288, 262145, 0.614646
0.100000, 0.175000, 0.900000, 524288, 262145, 0.615514
0.100000, 0.200000, 0.900000, 524288, 262145, 0.613053
0.100000, 0.225000, 0.900000, 524288, 262145, 0.611219
0.100000, 0.250000, 0.900000, 524288, 262145, 0.610844
0.100000, 0.275000, 0.900000, 524288, 262145, 0.611018
0.100000, 0.300000, 0.900000, 524288, 262145, 0.610824
0.100000, 0.325000, 0.900000, 524288, 262145, 0.611583
0.100000, 0.350000, 0.900000, 524288, 262145, 0.611242
0.100000, 0.375000, 0.900000, 524288, 262145, 0.613013
0.100000, 0.400000, 0.900000, 524288, 262145, 0.611835
0.100000, 0.425000, 0.900000, 524288, 262145, 0.612201
0.100000, 0.450000, 0.900000, 524288, 262145, 0.611814
0.100000, 0.475000, 0.900000, 524288, 262145, 0.612572
0.100000, 0.500000, 0.900000, 524288, 262145, 0.612578
0.125000, 0.025000, 0.875000, 524288, 262145, 0.475371
0.125000, 0.050000, 0.875000, 524288, 262145, 0.475307
0.125000, 0.075000, 0.875000, 524288, 262145, 0.475687
0.125000, 0.100000, 0.875000, 524288, 262145, 0.476460
0.125000, 0.125000, 0.875000, 524288, 262145, 0.475232
0.125000, 0.150000, 0.875000, 524288, 262145, 0.474497
0.125000, 0.175000, 0.875000, 524288, 262145, 0.476093
0.125000, 0.200000, 0.875000, 524288, 262145, 0.476286
0.125000, 0.225000, 0.875000, 524288, 262145, 0.475307
0.125000, 0.250000, 0.875000, 524288, 262145, 0.474936
0.125000, 0.275000, 0.875000, 524288, 262145, 0.475503
0.125000, 0.300000, 0.875000, 524288, 262145, 0.475722
0.125000, 0.325000, 0.875000, 524288, 262145, 0.475136
0.125000, 0.350000, 0.875000, 524288, 262145, 0.475123
0.125000, 0.375000, 0.875000, 524288, 262145, 0.476615
0.125000, 0.400000, 0.875000, 524288, 262145, 0.476393
0.125000, 0.425000, 0.875000, 524288, 262145, 0.476499
0.125000, 0.450000, 0.875000, 524288, 262145, 0.477271
0.125000, 0.475000, 0.875000, 524288, 262145, 0.477076
0.125000, 0.500000, 0.875000, 524288, 262145, 0.476684
0.150000, 0.025000, 0.900000, 524288, 262145, 0.408404
0.150000, 0.050000, 0.900000, 524288, 262145, 0.408390
0.150000, 0.075000, 0.900000, 524288, 262145, 0.408848
0.150000, 0.100000, 0.900000, 524288, 262145, 0.408921
0.150000, 0.125000, 0.900000, 524288, 262145, 0.409153
0.150000, 0.150000, 0.900000, 524288, 262145, 0.408642
0.150000, 0.175000, 0.900000, 524288, 262145, 0.408101
0.150000, 0.200000, 0.900000, 524288, 262145, 0.409349
0.150000, 0.225000, 0.900000, 524288, 262145, 0.409520
0.150000, 0.250000, 0.900000, 524288, 262145, 0.408726
0.150000, 0.275000, 0.900000, 524288, 262145, 0.409492
0.150000, 0.300000, 0.900000, 524288, 262145, 0.408800
0.150000, 0.325000, 0.900000, 524288, 262145, 0.408439
0.150000, 0.350000, 0.900000, 524288, 262145, 0.408919
0.150000, 0.375000, 0.900000, 524288, 262145, 0.408958
0.150000, 0.400000, 0.900000, 524288, 262145, 0.407571
0.150000, 0.425000, 0.900000, 524288, 262145, 0.408644
0.150000, 0.450000, 0.900000, 524288, 262145, 0.409629
0.150000, 0.475000, 0.900000, 524288, 262145, 0.411001
0.150000, 0.500000, 0.900000, 524288, 262145, 0.412582
0.175000, 0.025000, 0.875000, 524288, 262145, 0.340965
0.175000, 0.050000, 0.875000, 524288, 262145, 0.340599
0.175000, 0.075000, 0.875000, 524288, 262145, 0.340434
0.175000, 0.100000, 0.875000, 524288, 262145, 0.340034
0.175000, 0.125000, 0.875000, 524288, 262145, 0.339864
0.175000, 0.150000, 0.875000, 524288, 262145, 0.341175
0.175000, 0.175000, 0.875000, 524288, 262145, 0.341596
0.175000, 0.200000, 0.875000, 524288, 262145, 0.341372
0.175000, 0.225000, 0.875000, 524288, 262145, 0.340586
0.175000, 0.250000, 0.875000, 524288, 262145, 0.341028
0.175000, 0.275000, 0.875000, 524288, 262145, 0.341375
0.175000, 0.300000, 0.875000, 524288, 262145, 0.340387
0.175000, 0.325000, 0.875000, 524288, 262145, 0.340429
0.175000, 0.350000, 0.875000, 524288, 262145, 0.340756
0.175000, 0.375000, 0.875000, 524288, 262145, 0.341060
0.175000, 0.400000, 0.875000, 524288, 262145, 0.337999
0.175000, 0.425000, 0.875000, 524288, 262145, 0.338255
0.175000, 0.450000, 0.875000, 524288, 262145, 0.340008
0.175000, 0.475000, 0.875000, 524288, 262145, 0.340797
0.175000, 0.500000, 0.875000, 524288, 262145, 0.340187
0.200000, 0.025000, 0.800000, 524288, 262145, 0.271769
0.200000, 0.050000, 0.800000, 524288, 262145, 0.272751
0.200000, 0.075000, 0.800000, 524288, 262145, 0.273380
0.200000, 0.100000, 0.800000, 524288, 262145, 0.271225
0.200000, 0.125000, 0.800000, 524288, 262145, 0.272771
0.200000, 0.150000, 0.800000, 524288, 262145, 0.272780
0.200000, 0.175000, 0.800000, 524288, 262145, 0.272383
0.200000, 0.200000, 0.800000, 524288, 262145, 0.271619
0.200000, 0.225000, 0.800000, 524288, 262145, 0.272205
